date,province,temperature,humidity,season
2017-06-11,Hanoi,28.1,76.3,summer
2017-06-11,Ho Chi Minh City,28.2,83.5,wet
2017-06-12,Hanoi,33.5,78.4,summer
2017-06-12,Ho Chi Minh City,30.0,86.0,wet
2017-06-13,Hanoi,33.5,75.9,summer
2017-06-13,Ho Chi Minh City,28.3,83.7,wet
2017-06-14,Hanoi,32.9,84.7,summer
2017-06-14,Ho Chi Minh City,26.0,82.7,wet
2017-06-15,Hanoi,27.9,70.6,summer
2017-06-15,Ho Chi Minh City,27.4,84.2,wet
2017-06-16,Hanoi,27.5,72.1,summer
2017-06-16,Ho Chi Minh City,27.8,79.5,wet
2017-06-17,Hanoi,29.0,78.9,summer
2017-06-17,Ho Chi Minh City,28.2,83.5,wet
2017-06-18,Hanoi,26.7,71.1,summer
2017-06-18,Ho Chi Minh City,27.8,88.4,wet
2017-06-19,Hanoi,30.9,88.8,summer
2017-06-19,Ho Chi Minh City,26.9,82.2,wet
2017-06-20,Hanoi,26.6,72.6,summer
2017-06-20,Ho Chi Minh City,29.2,77.3,wet
2017-06-21,Hanoi,31.8,73.2,summer
2017-06-21,Ho Chi Minh City,27.0,88.3,wet
2017-06-22,Hanoi,28.3,79.1,summer
2017-06-22,Ho Chi Minh City,26.6,87.2,wet
2017-06-23,Hanoi,28.2,71.2,summer
2017-06-23,Ho Chi Minh City,28.9,81.9,wet
2017-06-24,Hanoi,31.4,77.8,summer
2017-06-24,Ho Chi Minh City,28.3,88.4,wet
2017-06-25,Hanoi,30.1,88.9,summer
2017-06-25,Ho Chi Minh City,28.7,83.0,wet
2017-06-26,Hanoi,32.5,86.5,summer
2017-06-26,Ho Chi Minh City,28.6,75.8,wet
2017-06-27,Hanoi,28.4,73.2,summer
2017-06-27,Ho Chi Minh City,26.0,88.0,wet
2017-06-28,Hanoi,28.7,89.1,summer
2017-06-28,Ho Chi Minh City,26.5,77.7,wet
2017-06-29,Hanoi,28.4,89.9,summer
2017-06-29,Ho Chi Minh City,26.5,81.0,wet
2017-06-30,Hanoi,30.3,89.6,summer
2017-06-30,Ho Chi Minh City,29.5,78.8,wet
2017-07-01,Hanoi,28.9,73.2,summer
2017-07-01,Ho Chi Minh City,26.2,88.4,wet
2017-07-02,Hanoi,31.3,86.8,summer
2017-07-02,Ho Chi Minh City,27.5,91.6,wet
2017-07-03,Hanoi,31.9,81.3,summer
2017-07-03,Ho Chi Minh City,29.6,78.7,wet
2017-07-04,Hanoi,32.1,92.0,summer
2017-07-04,Ho Chi Minh City,28.4,86.4,wet
2017-07-05,Hanoi,30.5,79.3,summer
2017-07-05,Ho Chi Minh City,28.9,81.0,wet
2017-07-06,Hanoi,28.7,88.0,summer
2017-07-06,Ho Chi Minh City,28.2,92.3,wet
2017-07-07,Hanoi,32.4,92.7,summer
2017-07-07,Ho Chi Minh City,26.2,86.9,wet
2017-07-08,Hanoi,27.1,78.1,summer
2017-07-08,Ho Chi Minh City,26.3,83.7,wet
2017-07-09,Hanoi,27.5,78.5,summer
2017-07-09,Ho Chi Minh City,27.1,83.7,wet
2017-07-10,Hanoi,31.4,84.9,summer
2017-07-10,Ho Chi Minh City,26.1,83.0,wet
2017-07-11,Hanoi,31.2,85.2,summer
2017-07-11,Ho Chi Minh City,26.7,83.3,wet
2017-07-12,Hanoi,32.4,88.1,summer
2017-07-12,Ho Chi Minh City,26.9,87.8,wet
2017-07-13,Hanoi,27.3,84.4,summer
2017-07-13,Ho Chi Minh City,27.8,92.7,wet
2017-07-14,Hanoi,31.3,88.8,summer
2017-07-14,Ho Chi Minh City,29.6,86.9,wet
2017-07-15,Hanoi,33.0,74.1,summer
2017-07-15,Ho Chi Minh City,28.7,91.7,wet
2017-07-16,Hanoi,33.4,85.4,summer
2017-07-16,Ho Chi Minh City,28.3,81.0,wet
2017-07-17,Hanoi,30.8,89.3,summer
2017-07-17,Ho Chi Minh City,26.0,89.6,wet
2017-07-18,Hanoi,27.8,88.8,summer
2017-07-18,Ho Chi Minh City,26.6,88.9,wet
2017-07-19,Hanoi,30.2,78.2,summer
2017-07-19,Ho Chi Minh City,27.7,86.4,wet
2017-07-20,Hanoi,33.3,92.5,summer
2017-07-20,Ho Chi Minh City,28.2,89.0,wet
2017-07-21,Hanoi,29.6,80.1,summer
2017-07-21,Ho Chi Minh City,29.1,88.0,wet
2017-07-22,Hanoi,26.9,81.2,summer
2017-07-22,Ho Chi Minh City,28.6,87.8,wet
2017-07-23,Hanoi,26.9,89.0,summer
2017-07-23,Ho Chi Minh City,26.8,79.4,wet
2017-07-24,Hanoi,32.6,89.8,summer
2017-07-24,Ho Chi Minh City,29.0,84.0,wet
2017-07-25,Hanoi,28.4,88.2,summer
2017-07-25,Ho Chi Minh City,29.6,91.5,wet
2017-07-26,Hanoi,28.6,77.7,summer
2017-07-26,Ho Chi Minh City,28.9,88.4,wet
2017-07-27,Hanoi,30.6,81.7,summer
2017-07-27,Ho Chi Minh City,29.0,77.5,wet
2017-07-28,Hanoi,32.9,80.0,summer
2017-07-28,Ho Chi Minh City,27.5,89.5,wet
2017-07-29,Hanoi,33.2,83.5,summer
2017-07-29,Ho Chi Minh City,27.7,81.1,wet
2017-07-30,Hanoi,32.8,82.9,summer
2017-07-30,Ho Chi Minh City,28.4,92.7,wet
2017-07-31,Hanoi,32.3,88.2,summer
2017-07-31,Ho Chi Minh City,26.4,84.5,wet
2017-08-01,Hanoi,28.7,81.1,summer
2017-08-01,Ho Chi Minh City,26.8,87.0,wet
2017-08-02,Hanoi,30.2,79.5,summer
2017-08-02,Ho Chi Minh City,28.9,87.9,wet
2017-08-03,Hanoi,28.8,80.0,summer
2017-08-03,Ho Chi Minh City,27.0,87.7,wet
2017-08-04,Hanoi,28.5,77.6,summer
2017-08-04,Ho Chi Minh City,29.0,82.2,wet
2017-08-05,Hanoi,25.8,87.2,summer
2017-08-05,Ho Chi Minh City,27.0,92.7,wet
2017-08-06,Hanoi,29.7,77.1,summer
2017-08-06,Ho Chi Minh City,26.3,87.5,wet
2017-08-07,Hanoi,26.0,80.3,summer
2017-08-07,Ho Chi Minh City,28.2,80.1,wet
2017-08-08,Hanoi,32.0,89.3,summer
2017-08-08,Ho Chi Minh City,28.3,91.7,wet
2017-08-09,Hanoi,29.5,94.6,summer
2017-08-09,Ho Chi Minh City,27.8,81.1,wet
2017-08-10,Hanoi,27.5,92.1,summer
2017-08-10,Ho Chi Minh City,26.7,79.6,wet
2017-08-11,Hanoi,28.8,87.1,summer
2017-08-11,Ho Chi Minh City,27.6,83.3,wet
2017-08-12,Hanoi,25.7,78.5,summer
2017-08-12,Ho Chi Minh City,26.3,87.1,wet
2017-08-13,Hanoi,31.8,80.8,summer
2017-08-13,Ho Chi Minh City,26.9,89.4,wet
2017-08-14,Hanoi,29.4,86.6,summer
2017-08-14,Ho Chi Minh City,28.3,88.7,wet
2017-08-15,Hanoi,31.4,91.9,summer
2017-08-15,Ho Chi Minh City,27.4,86.4,wet
2017-08-16,Hanoi,30.1,89.6,summer
2017-08-16,Ho Chi Minh City,29.8,79.9,wet
2017-08-17,Hanoi,27.0,94.7,summer
2017-08-17,Ho Chi Minh City,29.4,87.3,wet
2017-08-18,Hanoi,26.4,89.2,summer
2017-08-18,Ho Chi Minh City,29.4,88.7,wet
2017-08-19,Hanoi,28.1,76.9,summer
2017-08-19,Ho Chi Minh City,26.2,83.8,wet
2017-08-20,Hanoi,29.5,90.3,summer
2017-08-20,Ho Chi Minh City,29.2,84.1,wet
2017-08-21,Hanoi,32.2,78.6,summer
2017-08-21,Ho Chi Minh City,27.9,85.0,wet
2017-08-22,Hanoi,28.9,80.0,summer
2017-08-22,Ho Chi Minh City,28.8,88.7,wet
2017-08-23,Hanoi,29.8,76.2,summer
2017-08-23,Ho Chi Minh City,26.7,82.4,wet
2017-08-24,Hanoi,25.7,75.9,summer
2017-08-24,Ho Chi Minh City,28.7,87.6,wet
2017-08-25,Hanoi,29.8,77.0,summer
2017-08-25,Ho Chi Minh City,28.4,79.8,wet
2017-08-26,Hanoi,30.9,91.4,summer
2017-08-26,Ho Chi Minh City,28.3,89.5,wet
2017-08-27,Hanoi,31.8,87.3,summer
2017-08-27,Ho Chi Minh City,26.4,83.4,wet
2017-08-28,Hanoi,29.4,79.6,summer
2017-08-28,Ho Chi Minh City,28.1,82.6,wet
2017-08-29,Hanoi,26.5,77.4,summer
2017-08-29,Ho Chi Minh City,26.5,80.0,wet
2017-08-30,Hanoi,28.5,86.3,summer
2017-08-30,Ho Chi Minh City,27.7,83.8,wet
2017-08-31,Hanoi,28.2,76.2,summer
2017-08-31,Ho Chi Minh City,27.6,86.3,wet
2017-09-01,Hanoi,28.2,79.7,fall
2017-09-01,Ho Chi Minh City,27.9,93.6,wet
2017-09-02,Hanoi,25.9,86.4,fall
2017-09-02,Ho Chi Minh City,26.1,84.8,wet
2017-09-03,Hanoi,26.5,92.9,fall
2017-09-03,Ho Chi Minh City,26.5,83.6,wet
2017-09-04,Hanoi,31.1,87.6,fall
2017-09-04,Ho Chi Minh City,27.9,89.4,wet
2017-09-05,Hanoi,27.6,76.7,fall
2017-09-05,Ho Chi Minh City,27.0,82.9,wet
2017-09-06,Hanoi,30.8,91.1,fall
2017-09-06,Ho Chi Minh City,28.0,83.4,wet
2017-09-07,Hanoi,28.4,82.4,fall
2017-09-07,Ho Chi Minh City,29.3,88.1,wet
2017-09-08,Hanoi,27.1,78.9,fall
2017-09-08,Ho Chi Minh City,26.0,80.3,wet
2017-09-09,Hanoi,30.6,73.0,fall
2017-09-09,Ho Chi Minh City,26.6,87.5,wet
2017-09-10,Hanoi,26.1,83.8,fall
2017-09-10,Ho Chi Minh City,27.9,91.0,wet
2017-09-11,Hanoi,28.7,80.8,fall
2017-09-11,Ho Chi Minh City,27.6,84.0,wet
2017-09-12,Hanoi,25.9,88.9,fall
2017-09-12,Ho Chi Minh City,27.1,86.7,wet
2017-09-13,Hanoi,28.6,83.4,fall
2017-09-13,Ho Chi Minh City,27.0,92.5,wet
2017-09-14,Hanoi,26.9,79.3,fall
2017-09-14,Ho Chi Minh City,26.4,89.3,wet
2017-09-15,Hanoi,25.7,83.3,fall
2017-09-15,Ho Chi Minh City,29.5,92.1,wet
2017-09-16,Hanoi,31.2,88.5,fall
2017-09-16,Ho Chi Minh City,28.0,83.3,wet
2017-09-17,Hanoi,31.1,84.9,fall
2017-09-17,Ho Chi Minh City,29.2,87.1,wet
2017-09-18,Hanoi,29.1,79.2,fall
2017-09-18,Ho Chi Minh City,28.4,88.5,wet
2017-09-19,Hanoi,30.4,86.3,fall
2017-09-19,Ho Chi Minh City,27.0,86.3,wet
2017-09-20,Hanoi,28.6,90.7,fall
2017-09-20,Ho Chi Minh City,27.2,88.3,wet
2017-09-21,Hanoi,29.7,90.4,fall
2017-09-21,Ho Chi Minh City,27.7,92.1,wet
2017-09-22,Hanoi,26.2,77.9,fall
2017-09-22,Ho Chi Minh City,26.0,86.9,wet
2017-09-23,Hanoi,24.6,88.3,fall
2017-09-23,Ho Chi Minh City,29.1,86.9,wet
2017-09-24,Hanoi,27.4,82.7,fall
2017-09-24,Ho Chi Minh City,29.3,88.5,wet
2017-09-25,Hanoi,25.1,81.6,fall
2017-09-25,Ho Chi Minh City,28.3,89.1,wet
2017-09-26,Hanoi,26.6,80.1,fall
2017-09-26,Ho Chi Minh City,27.3,91.4,wet
2017-09-27,Hanoi,26.0,79.1,fall
2017-09-27,Ho Chi Minh City,28.1,93.1,wet
2017-09-28,Hanoi,25.2,81.3,fall
2017-09-28,Ho Chi Minh City,26.2,84.2,wet
2017-09-29,Hanoi,29.4,87.8,fall
2017-09-29,Ho Chi Minh City,27.2,90.9,wet
2017-09-30,Hanoi,28.4,77.6,fall
2017-09-30,Ho Chi Minh City,29.2,92.7,wet
2017-10-01,Hanoi,24.8,82.7,fall
2017-10-01,Ho Chi Minh City,26.6,86.3,wet
2017-10-02,Hanoi,25.6,72.0,fall
2017-10-02,Ho Chi Minh City,28.6,87.5,wet
2017-10-03,Hanoi,25.0,82.0,fall
2017-10-03,Ho Chi Minh City,25.1,86.5,wet
2017-10-04,Hanoi,27.3,76.9,fall
2017-10-04,Ho Chi Minh City,28.8,82.2,wet
2017-10-05,Hanoi,27.6,71.6,fall
2017-10-05,Ho Chi Minh City,27.7,90.4,wet
2017-10-06,Hanoi,25.1,81.9,fall
2017-10-06,Ho Chi Minh City,26.3,86.8,wet
2017-10-07,Hanoi,27.6,83.6,fall
2017-10-07,Ho Chi Minh City,28.0,83.0,wet
2017-10-08,Hanoi,22.4,82.8,fall
2017-10-08,Ho Chi Minh City,27.6,86.2,wet
2017-10-09,Hanoi,26.4,73.0,fall
2017-10-09,Ho Chi Minh City,26.1,87.7,wet
2017-10-10,Hanoi,28.2,70.5,fall
2017-10-10,Ho Chi Minh City,28.9,92.4,wet
2017-10-11,Hanoi,22.2,78.2,fall
2017-10-11,Ho Chi Minh City,28.9,89.1,wet
2017-10-12,Hanoi,26.1,80.4,fall
2017-10-12,Ho Chi Minh City,27.8,85.8,wet
2017-10-13,Hanoi,26.5,87.7,fall
2017-10-13,Ho Chi Minh City,27.9,82.5,wet
2017-10-14,Hanoi,21.6,82.1,fall
2017-10-14,Ho Chi Minh City,27.0,81.9,wet
2017-10-15,Hanoi,27.3,80.7,fall
2017-10-15,Ho Chi Minh City,27.1,77.3,wet
2017-10-16,Hanoi,23.3,80.7,fall
2017-10-16,Ho Chi Minh City,28.1,77.4,wet
2017-10-17,Hanoi,26.0,84.2,fall
2017-10-17,Ho Chi Minh City,27.0,89.3,wet
2017-10-18,Hanoi,26.7,81.9,fall
2017-10-18,Ho Chi Minh City,27.8,77.5,wet
2017-10-19,Hanoi,22.3,82.0,fall
2017-10-19,Ho Chi Minh City,27.1,85.0,wet
2017-10-20,Hanoi,27.8,75.1,fall
2017-10-20,Ho Chi Minh City,26.2,77.2,wet
2017-10-21,Hanoi,26.0,81.7,fall
2017-10-21,Ho Chi Minh City,26.3,92.0,wet
2017-10-22,Hanoi,22.1,87.5,fall
2017-10-22,Ho Chi Minh City,25.9,87.4,wet
2017-10-23,Hanoi,23.1,80.4,fall
2017-10-23,Ho Chi Minh City,26.9,91.0,wet
2017-10-24,Hanoi,23.6,76.6,fall
2017-10-24,Ho Chi Minh City,25.4,92.8,wet
2017-10-25,Hanoi,28.0,73.7,fall
2017-10-25,Ho Chi Minh City,27.0,82.2,wet
2017-10-26,Hanoi,22.7,83.3,fall
2017-10-26,Ho Chi Minh City,28.5,78.7,wet
2017-10-27,Hanoi,27.4,83.9,fall
2017-10-27,Ho Chi Minh City,25.3,88.1,wet
2017-10-28,Hanoi,23.0,72.1,fall
2017-10-28,Ho Chi Minh City,28.1,91.8,wet
2017-10-29,Hanoi,27.7,71.7,fall
2017-10-29,Ho Chi Minh City,28.0,79.7,wet
2017-10-30,Hanoi,24.6,76.7,fall
2017-10-30,Ho Chi Minh City,25.6,81.8,wet
2017-10-31,Hanoi,24.8,78.1,fall
2017-10-31,Ho Chi Minh City,26.9,77.3,wet
2017-11-01,Hanoi,21.4,81.7,fall
2017-11-01,Ho Chi Minh City,27.8,86.8,wet
2017-11-02,Hanoi,21.8,75.8,fall
2017-11-02,Ho Chi Minh City,27.2,80.6,wet
2017-11-03,Hanoi,20.3,84.0,fall
2017-11-03,Ho Chi Minh City,26.5,82.2,wet
2017-11-04,Hanoi,24.4,68.4,fall
2017-11-04,Ho Chi Minh City,27.8,75.1,wet
2017-11-05,Hanoi,22.0,71.8,fall
2017-11-05,Ho Chi Minh City,28.2,78.9,wet
2017-11-06,Hanoi,21.4,73.8,fall
2017-11-06,Ho Chi Minh City,25.2,82.8,wet
2017-11-07,Hanoi,19.8,77.4,fall
2017-11-07,Ho Chi Minh City,25.0,85.8,wet
2017-11-08,Hanoi,22.0,69.9,fall
2017-11-08,Ho Chi Minh City,28.7,83.8,wet
2017-11-09,Hanoi,23.8,68.9,fall
2017-11-09,Ho Chi Minh City,26.5,79.3,wet
2017-11-10,Hanoi,19.7,74.8,fall
2017-11-10,Ho Chi Minh City,27.8,75.0,wet
2017-11-11,Hanoi,23.0,67.9,fall
2017-11-11,Ho Chi Minh City,26.7,83.0,wet
2017-11-12,Hanoi,19.7,78.2,fall
2017-11-12,Ho Chi Minh City,25.5,78.8,wet
2017-11-13,Hanoi,18.4,74.0,fall
2017-11-13,Ho Chi Minh City,25.7,83.7,wet
2017-11-14,Hanoi,23.6,81.6,fall
2017-11-14,Ho Chi Minh City,28.8,86.3,wet
2017-11-15,Hanoi,19.2,75.3,fall
2017-11-15,Ho Chi Minh City,27.1,84.8,wet
2017-11-16,Hanoi,23.5,65.1,fall
2017-11-16,Ho Chi Minh City,28.1,82.2,wet
2017-11-17,Hanoi,21.8,65.6,fall
2017-11-17,Ho Chi Minh City,28.6,77.3,wet
2017-11-18,Hanoi,23.4,70.7,fall
2017-11-18,Ho Chi Minh City,28.2,75.8,wet
2017-11-19,Hanoi,23.4,69.7,fall
2017-11-19,Ho Chi Minh City,27.3,87.5,wet
2017-11-20,Hanoi,23.3,76.2,fall
2017-11-20,Ho Chi Minh City,26.5,72.6,wet
2017-11-21,Hanoi,20.9,66.1,fall
2017-11-21,Ho Chi Minh City,28.6,84.2,wet
2017-11-22,Hanoi,21.5,81.8,fall
2017-11-22,Ho Chi Minh City,27.1,78.2,wet
2017-11-23,Hanoi,22.1,80.7,fall
2017-11-23,Ho Chi Minh City,26.2,82.3,wet
2017-11-24,Hanoi,18.1,66.7,fall
2017-11-24,Ho Chi Minh City,27.8,77.5,wet
2017-11-25,Hanoi,18.2,71.7,fall
2017-11-25,Ho Chi Minh City,27.2,79.7,wet
2017-11-26,Hanoi,18.5,71.8,fall
2017-11-26,Ho Chi Minh City,28.1,87.9,wet
2017-11-27,Hanoi,24.1,66.2,fall
2017-11-27,Ho Chi Minh City,25.3,87.5,wet
2017-11-28,Hanoi,22.5,82.4,fall
2017-11-28,Ho Chi Minh City,29.0,87.9,wet
2017-11-29,Hanoi,19.5,75.8,fall
2017-11-29,Ho Chi Minh City,27.6,78.9,wet
2017-11-30,Hanoi,20.4,75.4,fall
2017-11-30,Ho Chi Minh City,27.3,74.3,wet
2017-12-01,Hanoi,21.1,77.9,winter
2017-12-01,Ho Chi Minh City,24.2,73.6,dry
2017-12-02,Hanoi,16.7,70.4,winter
2017-12-02,Ho Chi Minh City,26.6,78.5,dry
2017-12-03,Hanoi,16.7,77.8,winter
2017-12-03,Ho Chi Minh City,24.1,77.3,dry
2017-12-04,Hanoi,15.3,84.1,winter
2017-12-04,Ho Chi Minh City,25.2,68.3,dry
2017-12-05,Hanoi,15.2,78.5,winter
2017-12-05,Ho Chi Minh City,27.1,74.4,dry
2017-12-06,Hanoi,15.4,71.6,winter
2017-12-06,Ho Chi Minh City,27.4,70.9,dry
2017-12-07,Hanoi,21.1,70.3,winter
2017-12-07,Ho Chi Minh City,26.8,69.7,dry
2017-12-08,Hanoi,16.0,69.3,winter
2017-12-08,Ho Chi Minh City,27.0,76.9,dry
2017-12-09,Hanoi,21.5,76.4,winter
2017-12-09,Ho Chi Minh City,25.7,70.0,dry
2017-12-10,Hanoi,15.5,67.5,winter
2017-12-10,Ho Chi Minh City,24.4,80.1,dry
2017-12-11,Hanoi,19.5,82.3,winter
2017-12-11,Ho Chi Minh City,27.8,72.5,dry
2017-12-12,Hanoi,18.7,83.3,winter
2017-12-12,Ho Chi Minh City,25.5,81.4,dry
2017-12-13,Hanoi,20.3,86.3,winter
2017-12-13,Ho Chi Minh City,26.6,80.5,dry
2017-12-14,Hanoi,21.2,72.8,winter
2017-12-14,Ho Chi Minh City,27.2,82.4,dry
2017-12-15,Hanoi,17.2,82.2,winter
2017-12-15,Ho Chi Minh City,26.9,78.3,dry
2017-12-16,Hanoi,19.6,76.3,winter
2017-12-16,Ho Chi Minh City,25.5,78.6,dry
2017-12-17,Hanoi,17.6,67.8,winter
2017-12-17,Ho Chi Minh City,27.6,71.1,dry
2017-12-18,Hanoi,18.3,86.4,winter
2017-12-18,Ho Chi Minh City,26.3,79.5,dry
2017-12-19,Hanoi,14.9,83.7,winter
2017-12-19,Ho Chi Minh City,25.9,79.0,dry
2017-12-20,Hanoi,18.4,77.4,winter
2017-12-20,Ho Chi Minh City,27.0,69.4,dry
2017-12-21,Hanoi,15.8,80.2,winter
2017-12-21,Ho Chi Minh City,27.2,75.8,dry
2017-12-22,Hanoi,17.8,68.4,winter
2017-12-22,Ho Chi Minh City,25.5,81.9,dry
2017-12-23,Hanoi,15.8,69.1,winter
2017-12-23,Ho Chi Minh City,25.8,69.3,dry
2017-12-24,Hanoi,14.7,84.2,winter
2017-12-24,Ho Chi Minh City,25.5,74.1,dry
2017-12-25,Hanoi,15.6,71.9,winter
2017-12-25,Ho Chi Minh City,26.5,71.6,dry
2017-12-26,Hanoi,21.1,83.2,winter
2017-12-26,Ho Chi Minh City,27.1,75.5,dry
2017-12-27,Hanoi,20.0,79.9,winter
2017-12-27,Ho Chi Minh City,24.8,81.2,dry
2017-12-28,Hanoi,17.2,67.2,winter
2017-12-28,Ho Chi Minh City,25.7,68.8,dry
2017-12-29,Hanoi,21.0,76.1,winter
2017-12-29,Ho Chi Minh City,27.3,77.6,dry
2017-12-30,Hanoi,20.9,80.8,winter
2017-12-30,Ho Chi Minh City,28.0,69.1,dry
2017-12-31,Hanoi,15.3,70.7,winter
2017-12-31,Ho Chi Minh City,25.9,67.7,dry
